MMT,201307221421213089,"The Golden Palms Hotel","New Delhi And NCR","6-C, Opp East Delhi, Police Headquarter, Patparganj, Police Headquarter, Patparganj, New Delhi And NCR, India",3000,3.8,3,,1
MMT,201407071524012615,"Oyo Rooms Cyber Hub","New Delhi And NCR","DLF Phase I,, Gurgaon, New Delhi And NCR, India",1199,3.9,3,"Flat 50&#037; Off&#045;Limited Time Offer",1
MMT,201310222022024705,"Hotel Le Benz","New Delhi And NCR","2222, Rajguru Road, Chuna Mandi, Pahar Ganj, Pahar Ganj, New Delhi And NCR, India",1699,3.4,3,"Flat 30&#037; Discount &#045; Book within 5 Days &#033;&#033;&#033;&#033;",1
MMT,200701111330065182,"Hotel BB Palace","New Delhi And NCR","2638&2642, Gurudwara Road, Bank Street, Karol Bagh, Karol Bagh, New Delhi And NCR, India",5200,3.7,3,,1
MMT,200803050906255532,"Hotel International Inn","New Delhi And NCR","A-78, National Highway No. 8, Near I.G.I/ Domestic Airport, Mahipalpur, Mahipalpur, New Delhi And NCR, India",1800,3.2,3,"Book &amp; Save &#033;&#033;&#033; | Book &amp; Save &#033;&#033;&#033; | Book &amp; Save &#033;&#033;&#033;",1
MMT,200908031430181553,"Vista Park","New Delhi And NCR","Plot No 6 and 7 , Sector - 29, Gurgaon, New Delhi And NCR, India",4500,4,4,,1
MMT,20070914125655620,"Hotel Chand Palace","New Delhi And NCR","54,Arakashan Road, Pahar Ganj, Pahar Ganj, New Delhi Railway Station, New Delhi And NCR, India",945,3.5,2,"Flat 10&#037; Discount &#058; Limited period offer",0
MMT,201309191155553564,"Hotel Shelton","New Delhi And NCR","5043 Main Bazar, Pahar Ganj, Pahar Ganj, New Delhi And NCR, India",1519,3.9,3,"Hurry&#058; Book now and get Flat 20&#037;Off",1
MMT,201401201033306183,"Park Inn by Radisson Gurgaon Bilaspur","New Delhi And NCR","NH-8, Bilaspur, Bilaspur, New Delhi And NCR, India",2750,3.7,4,"Splendid Weekend Deal Get 30&#037; Off &#033;&#033;",0
MMT,201402021911303910,"Piccadily Hotel New Delhi","New Delhi And NCR","District Centre Complex, Janakpuri, Janakpuri, New Delhi And NCR, India",4500,4.1,5,,1
MMT,201104191407009669,"Park Plaza - Faridabad","New Delhi And NCR","Plot Number 1, Sector 21C, Faridabad, Faridabad, New Delhi And NCR, India",3150,4.1,4,"Splendid Weekend Deal Get 20&#037; Off &#033;&#033;",0
MMT,201410101534496393,"Awesome Stays M G Road","New Delhi And NCR","NR 31 , Near Global Buisness Park, Dlf Phase III , Gurgaon, New Delhi And NCR, India",700,2.5,3,,1
MMT,201308221257429634,"Tavisha Hotel","New Delhi And NCR","C18, Friends Colony East, Mathura Road, Mathura Road, South Delhi, New Delhi And NCR, India",4000,3.7,4,"Last Minute &#045; Book within 7 days to get 20&#037; discount",1
MMT,201007011525075813,"Hotel Delhi-37","New Delhi And NCR","A-147, National Highway No. 8, Near I.G.I/ Domestic Airport, Mahipalpur, Mahipalpur, New Delhi And NCR, India",1688,3.3,3,"Last Minute Deal 35&#037; 0&#045;5 Days&#009;",1
MMT,201106121134174251,"Hotel Samrat","New Delhi And NCR","50B,Kautilya Marg, Chanakyapuri, New Delhi And NCR, India",4000,3.6,4,,0
MMT,200706151215325032,"Hotel Suncity","New Delhi And NCR","11A/34 WEA Channa Market Karolbagh, Karol Bagh, New Delhi And NCR, India",1498,3.6,3,"Last Minute Deal 35&#037; 0&#045;4 Days",1
MMT,2009051510245441,"The Uppal Hotel - An Ecotel Hotel","New Delhi And NCR","National Highway - 8 Near IGI Airport, Dwarka Road, New Delhi Airport, New Delhi And NCR, India",3569,4.1,5,"Book for 3 nights and get 15&#037; off includes free breakfast&#044; 2 bottles of mineral water and Eco amenities",0
MMT,201007061554525443,"Hyatt Regency New Delhi","New Delhi And NCR","Bhikaiji Cama Place ,R0ing Road, Bhikaiji Cama Palace, South Delhi, New Delhi And NCR, India",9000,4.3,5,,0
MMT,201106291102388268,"Jaypee Siddharth","New Delhi And NCR","3, Rajendra Place, Rajendra Place , West Delhi, New Delhi And NCR, India",4227,3.8,5,"Book Now and Save&#033;&#033;&#033;",0
MMT,201104181649112977,"The Ashtan Sarovar Portico","New Delhi And NCR","C-2, Green Park, 02 km from AIIMS Hospital, Green Park, South Delhi, New Delhi And NCR, India",4883,4.3,4,,0
MMT,201410150959458838,"OYO Rooms Near Connaught Place","New Delhi And NCR","Hardhyan Singh Road, Near Connaught Place , Central Delhi, New Delhi And NCR, India",2598,2.1,3,,1
MMT,201410141959062735,"Oyo Rooms Noida Premium","New Delhi And NCR","Sector 56 , Noida, New Delhi And NCR, India",999,3.5,3,"Flat 50&#037; Off&#045;Limited Time Offer",1
MMT,201008191622101947,"Rockland Hotel - C R Park","New Delhi And NCR","B-207, C R Park New Delhi, C R Park, South Delhi, New Delhi And NCR, India",2100,4,3,"Exclusive Offer&#045; 40&#037; off",1
MMT,201209261103546000,"Vista Signature","New Delhi And NCR","B-109 & 110 , South City - 1 , Near Signeture Towers , NH 8 Gurgaon, South City Phase 1,Gurgaon, New Delhi And NCR, India",3000,4,3,,1
MMT,201104051243128451,"Good Palace","New Delhi And NCR","15A/63,W.E.A.,Ajmal Khan Road,Karol Bagh,New Delhi-110005, Karol Bagh, New Delhi And NCR, India",1795,3.8,3,"Book Minimum 3 Nights and get 35&#037; off",1
MMT,201304161414032652,"Hyatt Regency Gurgaon","New Delhi And NCR","NH-8, Sector 83, Gurgaon, Sector 83, Gurgaon, New Delhi And NCR, India",13750,4.2,5,,0
MMT,200701241200165905,"Jukaso IT Suites","New Delhi And NCR","Plot, 1, IDC Industrial Area, Mehrauli Road, Mehrauli Road,Gurgaon, New Delhi And NCR, India",3200,3.3,4,,1
MMT,200704121733428121,"The Park New Delhi","New Delhi And NCR","15, Parliament Street, Parliament Street, Central Delhi, New Delhi And NCR, India",4786,4,5,"Instant Purchase &#045; Book now and Get 30&#037; discount&#046;&#046;&#046;&#033;",0
MMT,200910012133082,"Quality Inn Bliss","New Delhi And NCR","11-12 City Center , sector 29, Sector 29, Gurgaon, New Delhi And NCR, India",3117,3.4,3,,1
MMT,20100106113923848,"Corporate Suites","New Delhi And NCR","Pilot Court, Essel Towers , Near MG Road Metro Station , Gurgaon, New Delhi And NCR, India",2500,3.6,3,,1
MMT,201103161121566694,"Hotel Maharaja Residency","New Delhi And NCR","B-20,21 Laxmi Nagar, Laxmi Nagar, East Delhi, New Delhi And NCR, India",2400,4.1,3,,1
MMT,201204111347248650,"Hotel City Park","New Delhi And NCR","KP BLOCK, Pitampura , West Delhi, New Delhi And NCR, India",4600,3.6,4,,0
MMT,200707051053308161,"Hotel Woodland Deluxe","New Delhi And NCR","8235/6  Arakshan Road Paharganj, Pahar Ganj, New Delhi Railway Station, New Delhi And NCR, India",540,3.3,2,,1
MMT,201412031612177304,"Zo Rooms Sec 62 Noida ","New Delhi And NCR","Plot No 16A, Institutional Area, Sector 62, Near Indus Valley Public School, New Delhi And NCR, India",899,2.8,3,"Book now and get flat 50&#037; off &#033;&#033;&#033;",1
MMT,201102090938109828,"Tivoli Cititel","New Delhi And NCR","41, Ring Road,Lajapat Nagar IV, Lajpat NAgar, South Delhi, New Delhi And NCR, India",3560,3.7,3,,0
MMT,200908291458324319,"Park Inn - Gurgaon","New Delhi And NCR","Civil Lines, Civil Lines, Gurgaon, New Delhi And NCR, India",3219,3.9,4,"Splendid Weekend Deal Get 20&#037; Off &#033;&#033;",0
MMT,201202031122053069,Hyphen,"New Delhi And NCR","C-45, Sector 62, Sector 62, Noida, New Delhi And NCR, India",1800,3.5,3,,1
MMT,200703161155527273,"Radisson Blu Plaza Delhi","New Delhi And NCR","National Highway 8, New Delhi, Mahipalpur, New Delhi Airport, New Delhi And NCR, India",7200,4.6,5,"Splendid Weekend Deal Get 20&#037; Off &#033;&#033; &#040;Does not include Airport Transfers&#041; | Stay for 3 Nights &amp; Save 20&#037; &#033;&#033;&#033;",0
MMT,201409041656526157,"The Grand Olive","New Delhi And NCR","A Block Sector 50 Near City Centre Metro Station, Sector 50 , Noida, New Delhi And NCR, India",1620,3,3,"Stay for 3 Nights or more and get 10&#037; off",1
MMT,201209171445566230,"Hotel Aman International","New Delhi And NCR","4555-56, Main Bazar, Near New Delhi Railway Station, Pahar Ganj, New Delhi And NCR, India",1299,3.6,3,"Flat 15&#037; Discount &#045; Last Minute Deal",0
MMT,201303201019413007,"HOTEL LAV-KUSH DELUXE","New Delhi And NCR","7784-7800,Ram Nagar,Arakashan Road, Paharganj, Behind Shiela Cinema,Near New Delhi Railway Station, New Delhi And NCR, India",699,3.2,2,,0
MMT,201106120942397721,"The Ashok","New Delhi And NCR","50 B,Diplomatic Enclave,Chanakyapuri, Chanakyapuri, New Delhi And NCR, India",7500,3.4,5,,0
MMT,200704121212343131,"Rockland - Panchsheel Enclave","New Delhi And NCR","C 30, Panchsheel Enclave, New Delhi, South Delhi, New Delhi And NCR, India",2010,3.8,3,"Exclusive Offer&#045; 40&#037; off",1
MMT,200908030930205632,"Airport Hotel Metro Tower","New Delhi And NCR","Vasant Kunj Airport Road, Opposite Maruti Apra Showroom, Mata Chowk, Mahipalpur , Mahipalpur, International Airport Zone , New Delhi And NCR, India",1320,2.8,2,"LAST MINUTE DEAL 20&#037;",1
MMT,201409021713111181,"Country Inn & Suites By Carlson Gurgaon Sohna Road","New Delhi And NCR","10th KM Stone Gurgaon, Sohna Road, Haryana, Gurgaon, New Delhi And NCR, India",3405,4.4,4,"Splendid Weekend Deal Get 25&#037; Off &#033;&#033;",0
MMT,201412031518305091,"Zo Rooms Nehru Place Metro Station ","New Delhi And NCR","B-3, Greater Kailash Enclave  1, New Delhi And NCR, India",1599,0,1,"Book now and get flat 50&#037; off &#033;&#033;&#033;",1
MMT,201210181229326458,"Kempinski Ambience Hotel","New Delhi And NCR","1,CBD, Maharaja Surajmal Road, , near Yamuna Sports Complex, , New Delhi And NCR, India",8000,4.5,5,,0
MMT,201008131548081776,"Savoy Suites","New Delhi And NCR","A-79 A, Sector 16,, Sector 16 , Noida, New Delhi And NCR, India",4500,3.7,4,,0
